Unnamed: 0.1,index,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column,alpha,beta
13902,7998,14950,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2ccc(cc2)c3ccccc3,19.924,0.8,0.1,10.1038/s41467/020/19807/5,IE,1.803302549688817,1.981962083563409
13903,7998,14949,COC(=O)[C@H](Nc1ccc(OC)cc1)c2ccc(cc2)c3ccccc3,35.929,0.8,0.1,10.1038/s41467/020/19807/5,IE,1.803302549688817,1.981962083563409
13966,8038,15022,CC(=O)N[C@@H]1Cc2c(C)cccc2C1=O,20.1,1.0,0.2,10.1021/acs.orglett.5b02733,IE,1.1840796019900497,1.2151162790697674
13967,8038,15021,CC(=O)N[C@H]1Cc2c(C)cccc2C1=O,23.8,1.0,0.2,10.1021/acs.orglett.5b02733,IE,1.1840796019900497,1.2151162790697674
14000,8058,15058,Cc1ccc(O[C@@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4)cc1,17.4,0.8,0.1,10.1002/ntls.10021,IE,1.160919540229885,1.203266787658802
14001,8058,15059,Cc1ccc(O[C@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4)cc1,20.2,0.8,0.1,10.1002/ntls.10021,IE,1.160919540229885,1.203266787658802
14044,8083,15106,C[S](=O)(=O)N1[C@@H](C=Cc2ccccc12)c3ccc(F)cc3,20.3,0.5,0.2,10.1002/anie.201909479,IE,1.044334975369458,1.0620689655172413
14045,8083,15105,C[S](=O)(=O)N1[C@H](C=Cc2ccccc12)c3ccc(F)cc3,21.2,0.5,0.2,10.1002/anie.201909479,IE,1.044334975369458,1.0620689655172413
14160,8165,15245,F[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3F,15.3,0.8,0.1,10.1002/ntls.10021,IE,1.34640522875817,1.4539614561027834
14161,8165,15246,F[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3F,20.6,0.8,0.1,10.1002/ntls.10021,IE,1.34640522875817,1.4539614561027834
14162,8166,15247,Fc1ccccc1O[C@@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4,15.3,0.8,0.1,10.1002/ntls.10021,IE,1.34640522875817,1.4539614561027834
14163,8166,15248,Fc1ccccc1O[C@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4,20.6,0.8,0.1,10.1002/ntls.10021,IE,1.34640522875817,1.4539614561027834
14216,8198,15307,CC(=O)N[C@@H](Cc1ccc(Cl)cc1)C=O,20.7,0.8,0.1,10.1002/anie.201905263,IE,1.1497584541062802,1.1815519765739388
14217,8198,15306,CC(=O)N[C@H](Cc1ccc(Cl)cc1)C=O,23.8,0.8,0.1,10.1002/anie.201905263,IE,1.1497584541062802,1.1815519765739388
14234,8209,15326,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(F)c(F)c3,11.3,0.8,0.1,10.1002/ntls.10021,IE,1.8407079646017697,2.2377850162866446
14235,8209,15327,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(F)c(F)c3,20.8,0.8,0.1,10.1002/ntls.10021,IE,1.8407079646017697,2.2377850162866446
14288,8244,15388,O=C1CCC[C@H]2N1CCc3c2[nH]c4ccccc34,17.2,0.6,0.2,10.1002/anie.201709595,IE,1.2145348837209302,1.298382749326146
14289,8244,15389,O=C1CCC[C@@H]2N1CCc3c2[nH]c4ccccc34,20.89,0.6,0.2,10.1002/anie.201709595,IE,1.2145348837209302,1.298382749326146
14312,8262,15419,Clc1ccccc1[C@H]2CN(CCO2)C(=O)OCc3ccccc3,20.9,1.0,0.02,10.1039/D1SC04288B,IE,1.0956937799043065,1.1111111111111112
14313,8262,15418,Clc1ccccc1[C@@H]2CN(CCO2)C(=O)OCc3ccccc3,22.9,1.0,0.02,10.1039/D1SC04288B,IE,1.0956937799043065,1.1111111111111112
14356,8289,15467,F[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(Cl)c3,18.2,0.8,0.1,10.1002/ntls.10021,IE,1.153846153846154,1.1921097770154374
14357,8289,15468,F[C@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(Cl)c3,21.0,0.8,0.1,10.1002/ntls.10021,IE,1.153846153846154,1.1921097770154374
14376,8299,15488,CC(=O)N[C@@H]1Cc2ccc(C)cc2C1=O,21.0,1.0,0.2,10.1021/acs.orglett.5b02733,IE,1.1857142857142855,1.2154696132596683
14377,8299,15487,CC(=O)N[C@H]1Cc2ccc(C)cc2C1=O,24.9,1.0,0.2,10.1021/acs.orglett.5b02733,IE,1.1857142857142855,1.2154696132596683
14378,8300,15490,CC(C)[S](=O)(=O)[C@](C)(\C=C1/OC(=O)c2ccccc12)c3ccccc3,21.0,0.5,0.2,10.1021/jacs.1c13384,IE,1.2428571428571429,1.335526315789474
14379,8300,15489,CC(C)[S](=O)(=O)[C@@](C)(\C=C1/OC(=O)c2ccccc12)c3ccccc3,26.1,0.5,0.2,10.1021/jacs.1c13384,IE,1.2428571428571429,1.335526315789474
14410,8321,15526,Cc1ccc(cc1F)[C@H]2CC(C)(C)C(=O)N2Cc3ccccc3,19.3,0.6,0.15,10.1021/acs.orglett.7b00171,IE,1.093264248704663,1.1244239631336406
14411,8321,15527,Cc1ccc(cc1F)[C@@H]2CC(C)(C)C(=O)N2Cc3ccccc3,21.1,0.6,0.15,10.1021/acs.orglett.7b00171,IE,1.093264248704663,1.1244239631336406
14446,8342,15566,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2ccc(OC)cc2,21.198,0.8,0.1,10.1038/s41467/020/19807/5,IE,1.5182092650250023,1.625106697774996
